UnderwrittenCoverID,PolicyID,TransactionMonth,IsVATRegistered,Citizenship,LegalType,Title,Language,Bank,AccountType,MaritalStatus,Gender,Country,Province,PostalCode,MainCrestaZone,SubCrestaZone,ItemType,mmcode,VehicleType,RegistrationYear,make,Model,Cylinders,cubiccapacity,kilowatts,bodytype,NumberOfDoors,VehicleIntroDate,CustomValueEstimate,AlarmImmobiliser,TrackingDevice,CapitalOutstanding,NewVehicle,WrittenOff,Rebuilt,Converted,CrossBorder,NumberOfVehiclesInFleet,SumInsured,TermFrequency,CalculatedPremiumPerTerm,ExcessSelected,CoverCategory,CoverType,CoverGroup,Section,Product,StatutoryClass,StatutoryRiskType,TotalPremium,TotalClaims,LossRatio
2015,217,2014-02-01,False,  ,Individual,Mrs,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Gauteng,2090,Johannesburg,Johannesburg,Mobility - Motor,44047117.0,Passenger Vehicle,2010,MERCEDES-BENZ,C180K BE AVANTGARDE,4.0,1796.0,115.0,S/D,4.0,2/2009,,Yes,No,0.0,,,,,,,253300.0,Monthly,638.0558,Mobility - Metered Taxis - R2000,Own damage,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,559.698070175439,16845.58771929822,30.097634094071324
19509,965,2014-05-01,False,  ,Individual,Mrs,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Western Cape,7750,Cape Province (Cape Town),Cape Town,Mobility - Motor,60058418.0,Passenger Vehicle,2011,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,10/2010,,Yes,No,0.0,,,,,,,227400.0,Monthly,723.3155,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,634.487280701754,23976.714736842103,37.78911802664261
77887,6147,2015-07-01,False,  ,Individual,Mrs,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,North West,299,Transvaal (all except Pretoria),Transvaal North West,Mobility - Motor,30415200.0,Passenger Vehicle,2013,JINBEI,HAISE 2.2i,4.0,2237.0,76.0,B/S,4.0,8/2010,,Yes,No,198900.0,More than 6 months,,,,,,198900.0,Monthly,464.3023,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,407.282719298246,17669.798245614,43.38460093779407
132005,10768,2015-02-01,False,  ,Individual,Mrs,English,ABSA Bank,Savings account,Not specified,Not specified,South Africa,North West,470,Transvaal (all except Pretoria),Transvaal North,Mobility - Motor,60058419.0,Passenger Vehicle,2012,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,4/2012,,Yes,No,0.0,More than 6 months,,,,,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,2700.0,123.12000000000286
154197,13141,2015-06-01,False,  ,Individual,Mrs,English,Standard Bank,Current account,Not specified,Not specified,South Africa,Eastern Cape,6213,"Tembu 2, Cape Mid 2, Cape Mid West, Tembu 1",Cape Mid West,Mobility - Motor,60052260.0,Passenger Vehicle,2010,TOYOTA,AVANZA 1.5 SX,4.0,1495.0,80.0,MPV,5.0,10/2006,,Yes,Yes,0.0,More than 6 months,,,,,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,21.929824561403,2243.49122807018,102.30320000000259
226119,20573,2015-06-01,False,  ,Individual,Mrs,English,Standard Bank,Current account,Not specified,Not specified,South Africa,Gauteng,175,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058419.0,Passenger Vehicle,2014,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,4/2012,,Yes,No,0.0,More than 6 months,No,No,No,,,329500.0,Monthly,784.956,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,688.557894736842,30115.7894736842,43.73748337486432
51584,3870,2014-08-01,False,  ,Private company,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Western Cape,7405,Karoo 1 (Northeast of Cape Town),Northeast of CT,Mobility - Motor,60052261.0,Passenger Vehicle,2012,TOYOTA,AVANZA 1.5 SX,4.0,1495.0,76.0,MPV,5.0,1/2012,,Yes,No,0.0,More than 6 months,No,No,No,,,155800.0,Monthly,428.8039,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,364.010101867573,50021.385964912464,137.41757634822525
117459,8227,2015-07-01,False,  ,Individual,Mrs,English,Capitec Bank,Savings account,Not specified,Not specified,South Africa,KwaZulu-Natal,4069,Natal (Durban),Durban,Mobility - Motor,60058419.0,Passenger Vehicle,2013,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,4/2012,,Yes,No,0.0,More than 6 months,,,,,,271800.0,Monthly,862.6645,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,756.723245614035,745.622807017544,0.9853309136981993
56072,4781,2014-12-01,False,  ,Individual,Mrs,English,First National Bank,Current account,Not specified,Not specified,South Africa,Mpumalanga,1022,Transvaal (all except Pretoria),Transvaal East,Mobility - Motor,64082121.0,Medium Commercial,2013,VOLKSWAGEN,CRAFTER 35 2.0 TDi 80KW F/C P/V,4.0,1968.0,80.0,P/V,5.0,1/2012,,Yes,Yes,374300.0,More than 6 months,No,No,No,,,0.01,Monthly,18.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,15.78947368421,2631.57894736842,166.66666666667214
71859,5644,2014-11-01,False,  ,Individual,Mrs,English,First National Bank,Current account,Not specified,Not specified,South Africa,Mpumalanga,1035,Transvaal (all except Pretoria),Transvaal East,Mobility - Motor,44004620.0,Medium Commercial,2012,MERCEDES-BENZ,SPRINTER 515 CDi HI-ROOF F/C P/V,4.0,2148.0,110.0,P/V,5.0,5/2010,,Yes,No,0.0,More than 6 months,,,,,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,1317.9298245614,60.097600000001236
133592,4500,2015-05-01,False,  ,Individual,Mr,English,Standard Bank,Savings account,Not specified,Not specified,South Africa,North West,307,Transvaal (all except Pretoria),Transvaal North West,Mobility - Motor,60058418.0,Passenger Vehicle,2012,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,10/2010,244600.0,Yes,No,0.0,More than 6 months,No,No,No,,,247700.0,Monthly,551.8185,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,484.051315789474,218389.4485964908,451.17003398762336
254745,21215,2015-07-01,False,  ,Individual,Mr,English,Standard Bank,Savings account,Not specified,Not specified,South Africa,North West,308,Transvaal (all except Pretoria),Bushveld,Mobility - Motor,30415200.0,Passenger Vehicle,2014,JINBEI,HAISE 2.2i,4.0,2237.0,76.0,B/S,4.0,8/2010,234990.0,Yes,Yes,234990.0,More than 6 months,No,No,No,,,234990.0,Monthly,755.7495,Mobility - Taxi with value more than R100 000 - R5 000 (April),Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,662.938157894737,39473.68421052631,59.543539228276025
78545,6876,2015-04-01,False,  ,Individual,Ms,English,,Current account,Not specified,Not specified,South Africa,North West,458,Transvaal (all except Pretoria),Transvaal North,Mobility - Motor,60058418.0,Passenger Vehicle,2010,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,10/2010,,Yes,Yes,192600.0,,,,,,,192600.0,Monthly,453.0041,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,397.37201754386,20872.3859649123,52.52605881492022
80866,6659,2014-12-01,False,  ,Individual,Ms,English,Standard Bank,Current account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60058418.0,Passenger Vehicle,2010,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,10/2010,,Yes,No,0.0,More than 6 months,,,,,,7000.0,Monthly,85.0,No excess,Income Protector,Income Protector,Income Protector,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,74.561403508771,6140.35087719298,82.35294117647159
110652,8479,2015-03-01,False,  ,Private company,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Gauteng,157,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058400.0,Passenger Vehicle,2014,TOYOTA,QUANTUM 2.5 D-4D 14 SEAT,4.0,2494.0,75.0,B/S,4.0,3/2005,,Yes,No,0.0,More than 6 months,,,,,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,1145.4298245614,52.23160000000105
49865,698,2015-04-01,False,  ,Private company,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Western Cape,7405,Karoo 1 (Northeast of Cape Town),Northeast of CT,Mobility - Motor,60052110.0,Passenger Vehicle,2009,TOYOTA,AVANZA 1.3 SX,4.0,1298.0,67.0,MPV,5.0,10/2006,,Yes,No,0.0,More than 6 months,No,No,No,,,104300.0,Monthly,406.2741,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,356.380789473684,45730.263157894704,128.3185415954401
131740,7258,2015-03-01,False,  ,Private company,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Western Cape,8000,Cape Province (Cape Town),Cape Town,Mobility - Motor,,,2014,,,,,,,,,,Yes,No,0.0,More than 6 months,,,,,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,21.929824561403,1087.41228070175,49.58600000000095
131744,7258,2015-01-01,False,  ,Private company,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Western Cape,8000,Cape Province (Cape Town),Cape Town,Mobility - Motor,,,2014,,,,,,,,,,Yes,No,0.0,More than 6 months,,,,,,12636200.0,Monthly,74422.1679,Mobility - Metered Taxis - R5000,Own damage,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,65282.6034210526,1507.894736842105,0.02309795654313371
131744,7258,2015-04-01,False,  ,Private company,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Western Cape,8000,Cape Province (Cape Town),Cape Town,Mobility - Motor,,,2014,,,,,,,,,,Yes,No,0.0,More than 6 months,,,,,,12636200.0,Monthly,74422.1679,Mobility - Metered Taxis - R5000,Own damage,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,65282.6034210526,119227.860877193,1.8263343468122768
168708,13313,2015-04-01,False,  ,Individual,Mr,English,Standard Bank,Savings account,Not specified,Not specified,South Africa,North West,470,Transvaal (all except Pretoria),Transvaal North,Mobility - Motor,60058418.0,Passenger Vehicle,2010,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,10/2010,216700.0,Yes,No,0.0,More than 6 months,,,,,,216700.0,Monthly,567.1134,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,497.467894736842,36337.75,73.04541737155216
155239,13747,2015-03-01,False,  ,Individual,Mrs,English,Nedbank,Current account,Not specified,Not specified,South Africa,Western Cape,7784,Cape Province (Cape Town),Cape Town,Mobility - Motor,60058407.0,Passenger Vehicle,2015,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 16s,4.0,2494.0,75.0,B/S,4.0,4/2012,356300.0,Yes,Yes,356300.0,More than 6 months,,,,,,7500.0,Monthly,8.3358,No excess,Emergency Charges,Emergency Charges,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,7.312105263157,3947.36842105263,539.8402072987054
195658,13870,2015-08-01,False,  ,Individual,Mr,English,Standard Bank,Current account,Not specified,Not specified,South Africa,Eastern Cape,6212,"Tembu 2, Cape Mid 2, Cape Mid West, Tembu 1",Cape Mid West,Mobility - Motor,60058407.0,Passenger Vehicle,2015,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 16s,4.0,2494.0,75.0,B/S,4.0,4/2012,,Yes,Yes,0.0,More than 6 months,No,No,No,,,333000.0,Monthly,957.734,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,840.117543859649,43859.649122807,52.206562573741756
1212,159,2013-11-01,False,  ,Individual,Mr,English,Standard Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1,Transvaal (Pretoria),Pretoria,Mobility - Motor,60027500.0,Passenger Vehicle,2010,TOYOTA,COROLLA 1.6 PROFESSIONAL,4.0,1598.0,91.0,S/D,4.0,9/2007,,Yes,No,158200.0,,,,,,,7000.0,Monthly,85.0,No excess,Income Protector,Income Protector,Income Protector,Optional Extended Covers,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,59.649122807017,6140.35087719298,102.94117647058913
73987,4807,2014-11-01,False,  ,Individual,Mr,English,Standard Bank,Current account,Not specified,Not specified,South Africa,Gauteng,122,Transvaal (Pretoria),Pretoria,Mobility - Motor,64083700.0,Passenger Vehicle,1996,VOLKSWAGEN,MICROBUS 2.3 P/S,5.0,2309.0,90.0,B/S,4.0,11/1996,,Yes,No,0.0,More than 6 months,,,,,,80500.0,Monthly,396.3337,Mobility - Taxi with value less than R100 000 - R3 000,Own Damage.,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,347.661140350877,3858.83333333334,11.09940941181638
18806,1065,2015-05-01,False,  ,Individual,Mrs,English,Standard Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60058419.0,Passenger Vehicle,2013,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,4/2012,,Yes,No,0.0,More than 6 months,No,No,No,,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,750.649122807018,34.229600000000815
33054,2474,2014-08-01,False,  ,Individual,Ms,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1754,Transvaal (all except Pretoria),Rand West,Mobility - Motor,4042120.0,Passenger Vehicle,2010,AUDI,A4 1.8T AMBITION (B8),4.0,1798.0,118.0,S/D,4.0,2008/05/01 12:00:00 AM,,Yes,No,0.0,,,,,,,202816.0,Monthly,883.1246,Mobility - Metered Taxis - R2000,Own damage,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,774.670701754386,725.0,0.9358815279293545
84855,7272,2014-10-01,False,  ,Individual,Ms,English,First National Bank,Savings account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60058400.0,Passenger Vehicle,2012,TOYOTA,QUANTUM 2.5 D-4D 14 SEAT,4.0,2494.0,75.0,B/S,4.0,3/2005,,Yes,No,0.0,More than 6 months,,,,,,7000.0,Monthly,85.0,No excess,Income Protector,Income Protector,Income Protector,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,45.698924731182,6140.35087719298,134.36532507740168
72817,5935,2015-04-01,False,  ,Individual,Mrs,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60058419.0,Passenger Vehicle,2013,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,4/2012,,Yes,No,0.0,More than 6 months,,,,,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,815.78947368421,37.20000000000084
13666,437,2014-03-01,False,  ,Individual,Mr,English,Standard Bank,Current account,Not specified,Not specified,South Africa,Gauteng,122,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058418.0,Passenger Vehicle,2010,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,10/2010,,Yes,No,0.0,,,,,,,7000.0,Monthly,85.0,No excess,Income Protector,Income Protector,Income Protector,Optional Extended Covers,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,0.0,6140.35087719298,
198099,17704,2015-03-01,False,  ,Individual,Mr,English,Standard Bank,Savings account,Not specified,Not specified,South Africa,Northern Cape,8301,Cape Province,Kalahari,Mobility - Motor,60058418.0,Passenger Vehicle,2012,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,10/2010,,Yes,No,0.0,More than 6 months,No,No,No,,,250000.0,Monthly,611.5376,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,536.43649122807,19398.63157894734,36.16202830373795
139198,12164,2015-02-01,False,  ,Individual,Mr,English,Standard Bank,Current account,Not specified,Not specified,South Africa,Gauteng,122,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058418.0,Passenger Vehicle,2011,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,10/2010,,Yes,No,0.0,More than 6 months,No,No,No,,,232500.0,Monthly,486.1301,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,426.429912280702,8307.6842105263,19.481945265269477
18947,500,2014-05-01,False,  ,Individual,Mr,English,Standard Bank,Current account,Not specified,Not specified,South Africa,Gauteng,122,Transvaal (Pretoria),Pretoria,Mobility - Motor,64082301.0,Medium Commercial,2014,VOLKSWAGEN,CRAFTER 50 2.0 TDi HR 80KW F/C P/V,4.0,1968.0,80.0,P/V,5.0,1/2012,,Yes,No,434500.0,More than 6 months,No,No,No,,,0.01,Monthly,18.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,0.0,7345.918421052633,
69705,4886,2015-06-01,False,  ,Individual,Mr,English,Standard Bank,Current account,Not specified,Not specified,South Africa,Gauteng,152,Transvaal (Pretoria),Pretoria,Mobility - Motor,60058419.0,Passenger Vehicle,2012,TOYOTA,QUANTUM 2.7 SESFIKILE 16s,4.0,2694.0,111.0,B/S,4.0,4/2012,,Yes,No,0.0,More than 6 months,,,,,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,877.19298245614,40.00000000000092
74291,5743,2015-06-01,False,  ,Individual,Mrs,English,First National Bank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,4360,Natal,North Coast,Mobility - Motor,60058407.0,Passenger Vehicle,2014,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 16s,4.0,2494.0,75.0,B/S,4.0,4/2012,,Yes,No,0.0,More than 6 months,No,No,No,,,345800.0,Monthly,947.9775,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,831.559210526316,28480.0964912281,34.24903017212964
137018,7850,2015-07-01,False,  ,Individual,Mr,English,Standard Bank,Transmission account,Not specified,Not specified,South Africa,KwaZulu-Natal,4037,Natal (Durban),Durban,Mobility - Motor,60058418.0,Passenger Vehicle,2010,TOYOTA,QUANTUM 2.7 SESFIKILE 15s,4.0,2694.0,111.0,B/S,4.0,10/2010,,Yes,Yes,0.0,More than 6 months,,,,,,197300.0,Monthly,1032.9333,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,906.081842105263,72959.60526315785,80.5220917943104
137048,7850,2015-02-01,False,  ,Individual,Mr,English,Standard Bank,Transmission account,Not specified,Not specified,South Africa,KwaZulu-Natal,4037,Natal (Durban),Durban,Mobility - Motor,60058407.0,Passenger Vehicle,2013,TOYOTA,QUANTUM 2.5 D-4D SESFIKILE 16s,4.0,2494.0,75.0,B/S,4.0,4/2012,,Yes,Yes,0.0,More than 6 months,,,,,,271200.0,Monthly,1149.2971,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,1008.15535087719,16020.7368421053,15.891139027497847
18119,432,2014-06-01,False,  ,Individual,Mr,English,Standard Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1401,Rand East,Rand East,Mobility - Motor,60058415.0,Passenger Vehicle,2007,TOYOTA,QUANTUM 2.7 SESFIKILE 14s,4.0,2694.0,111.0,B/S,4.0,11/2007,,Yes,No,0.0,,,,,,,500000.0,Monthly,262.5026,No excess,Third Party,Third Party,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,0.0,9327.82456140351,
132152,11215,2015-03-01,False,  ,Individual,Mrs,English,Nedbank,Savings account,Not specified,Not specified,South Africa,KwaZulu-Natal,4051,Natal (Durban),Durban,Mobility - Motor,60058415.0,Passenger Vehicle,2007,TOYOTA,QUANTUM 2.7 SESFIKILE 14s,4.0,2694.0,111.0,B/S,4.0,11/2007,,Yes,No,0.0,More than 6 months,,,,,,114000.0,Monthly,819.5228,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,718.879649122807,61313.798245614016,85.29076921349836
122560,10398,2015-01-01,False,  ,Individual,Mr,English,Standard Bank,Current account,Not specified,Not specified,South Africa,Gauteng,1740,Transvaal (all except Pretoria),Rand West,Mobility - Motor,60058415.0,Passenger Vehicle,2007,TOYOTA,QUANTUM 2.7 SESFIKILE 14s,4.0,2694.0,111.0,B/S,4.0,11/2007,,Yes,No,0.0,More than 6 months,,,,,,0.01,Monthly,25.0,Mobility - Windscreen,Windscreen,Windscreen,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,21.929824561403,1450.0,66.12000000000154
107041,8061,2014-11-01,False,  ,Private company,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60027381.0,Passenger Vehicle,2012,TOYOTA,COROLLA 1.3 ADVANCED,4.0,1330.0,74.0,S/D,4.0,7/2010,,Yes,No,0.0,More than 6 months,,,,,,130000.0,Monthly,793.297,Mobility - Metered Taxis - R2000,Own damage,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,695.874561403509,24285.6228070175,34.89942606615169
110743,7257,2014-11-01,False,  ,Private company,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Western Cape,8000,Cape Province (Cape Town),Cape Town,Mobility - Motor,,,2014,,,,,,,,,,Yes,No,0.0,More than 6 months,,,,,,4883300.0,Monthly,27899.6347,Mobility - Metered Taxis - R2000,Own damage,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,24473.3637719298,850.0,0.034731637543627084
110743,7257,2015-01-01,False,  ,Private company,Mr,English,ABSA Bank,Current account,Not specified,Not specified,South Africa,Western Cape,8000,Cape Province (Cape Town),Cape Town,Mobility - Motor,,,2014,,,,,,,,,,Yes,No,0.0,More than 6 months,,,,,,4883300.0,Monthly,27899.6347,Mobility - Metered Taxis - R2000,Own damage,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,24473.3637719298,1507.894736842105,0.06161370994581522
107041,8061,2015-01-01,False,  ,Private company,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,2000,Johannesburg,Johannesburg,Mobility - Motor,60027381.0,Passenger Vehicle,2012,TOYOTA,COROLLA 1.3 ADVANCED,4.0,1330.0,74.0,S/D,4.0,7/2010,,Yes,No,0.0,More than 6 months,,,,,,130000.0,Monthly,793.297,Mobility - Metered Taxis - R2000,Own damage,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,695.874561403509,24114.7368421053,34.6538559959259
76154,4514,2014-11-01,False,  ,Private company,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,Gauteng,2157,Johannesburg,Johannesburg,Mobility - Motor,59036100.0,Passenger Vehicle,2014,SUZUKI                             ,ERTIGA 1.4 GA,4.0,1373.0,70.0,MPV,5.0,2014-05-01 12:00:00 AM,,Yes,Yes,0.0,More than 6 months,,,,,,152500.0,Monthly,853.4783,Mobility - Metered Taxis - R2000,Own damage,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Metered Taxis: Monthly,Commercial,IFRS Constant,748.665175438596,106115.78947368382,141.73998331299066
118361,7854,2015-02-01,False,  ,Private company,Mr,English,First National Bank,Current account,Not specified,Not specified,South Africa,KwaZulu-Natal,3201,Natal,Natal 2,Mobility - Motor,60058415.0,Passenger Vehicle,2007,TOYOTA,QUANTUM 2.7 SESFIKILE 14s,4.0,2694.0,111.0,B/S,4.0,11/2007,,Yes,Yes,0.0,More than 6 months,,,,,,116000.0,Monthly,824.6467,Mobility - Taxi with value more than R100 000 - R5 000,Own Damage ,Own Damage,Comprehensive - Taxi,Motor Comprehensive,Mobility Commercial Cover: Monthly,Commercial,IFRS Constant,723.374298245614,850.0,1.1750486602323154
